event_id,event_name,date,mentions,sentiment_score,trending
EVT_0001,Yankees vs Red Sox - New York,2024-11-28,1606,0.69,0
EVT_0001,Yankees vs Red Sox - New York,2024-11-29,2109,0.85,0
EVT_0001,Yankees vs Red Sox - New York,2024-11-30,1724,0.66,0
EVT_0001,Yankees vs Red Sox - New York,2024-12-01,1740,0.88,0
EVT_0001,Yankees vs Red Sox - New York,2024-12-02,2316,0.71,0
EVT_0001,Yankees vs Red Sox - New York,2024-12-03,1748,0.95,0
EVT_0001,Yankees vs Red Sox - New York,2024-12-04,2389,0.7,0
EVT_0001,Yankees vs Red Sox - New York,2024-12-05,1913,0.81,0
EVT_0001,Yankees vs Red Sox - New York,2024-12-06,2440,0.92,0
EVT_0001,Yankees vs Red Sox - New York,2024-12-07,2383,0.94,0
EVT_0001,Yankees vs Red Sox - New York,2024-12-08,2614,0.79,0
EVT_0001,Yankees vs Red Sox - New York,2024-12-09,2803,0.93,0
EVT_0001,Yankees vs Red Sox - New York,2024-12-10,2510,0.79,0
EVT_0001,Yankees vs Red Sox - New York,2024-12-11,2570,0.83,0
EVT_0002,Coachella - Seattle,2024-07-05,2259,0.88,0
EVT_0002,Coachella - Seattle,2024-07-06,2009,0.84,0
EVT_0002,Coachella - Seattle,2024-07-07,2348,0.78,0
EVT_0002,Coachella - Seattle,2024-07-08,2011,0.62,0
EVT_0002,Coachella - Seattle,2024-07-09,2685,0.68,0
EVT_0002,Coachella - Seattle,2024-07-10,2569,0.84,0
EVT_0002,Coachella - Seattle,2024-07-11,2121,0.62,0
EVT_0002,Coachella - Seattle,2024-07-12,2731,0.77,0
EVT_0002,Coachella - Seattle,2024-07-13,2613,0.66,0
EVT_0002,Coachella - Seattle,2024-07-14,2583,0.89,0
EVT_0002,Coachella - Seattle,2024-07-15,2452,0.65,0
EVT_0002,Coachella - Seattle,2024-07-16,3515,0.63,1
EVT_0002,Coachella - Seattle,2024-07-17,3754,0.78,1
EVT_0002,Coachella - Seattle,2024-07-18,3752,0.87,1
EVT_0002,Coachella - Seattle,2024-07-19,3877,0.83,1
EVT_0002,Coachella - Seattle,2024-07-20,3341,0.71,1
EVT_0002,Coachella - Seattle,2024-07-21,3632,0.86,1
EVT_0002,Coachella - Seattle,2024-07-22,3679,0.73,1
EVT_0002,Coachella - Seattle,2024-07-23,4458,0.68,1
EVT_0002,Coachella - Seattle,2024-07-24,3623,0.93,1
EVT_0002,Coachella - Seattle,2024-07-25,4353,0.92,1
EVT_0002,Coachella - Seattle,2024-07-26,3976,0.78,1
EVT_0002,Coachella - Seattle,2024-07-27,4902,0.64,1
EVT_0002,Coachella - Seattle,2024-07-28,4007,0.92,1
EVT_0002,Coachella - Seattle,2024-07-29,4994,0.63,1
EVT_0002,Coachella - Seattle,2024-07-30,3855,0.85,1
EVT_0002,Coachella - Seattle,2024-07-31,4323,0.61,1
EVT_0002,Coachella - Seattle,2024-08-01,4377,0.79,1
EVT_0002,Coachella - Seattle,2024-08-02,5200,0.78,1
EVT_0002,Coachella - Seattle,2024-08-03,4991,0.68,1
EVT_0003,Taylor Swift - New York,2024-03-22,3387,0.66,1
EVT_0003,Taylor Swift - New York,2024-03-23,3538,0.69,1
EVT_0003,Taylor Swift - New York,2024-03-24,3135,0.85,1
EVT_0003,Taylor Swift - New York,2024-03-25,3395,0.65,1
EVT_0003,Taylor Swift - New York,2024-03-26,3943,0.84,1
EVT_0003,Taylor Swift - New York,2024-03-27,4237,0.82,1
EVT_0003,Taylor Swift - New York,2024-03-28,3448,0.79,1
EVT_0003,Taylor Swift - New York,2024-03-29,3437,0.64,1
EVT_0003,Taylor Swift - New York,2024-03-30,4097,0.66,1
EVT_0003,Taylor Swift - New York,2024-03-31,4775,0.75,1
EVT_0003,Taylor Swift - New York,2024-04-01,4584,0.86,1
EVT_0003,Taylor Swift - New York,2024-04-02,3765,0.95,1
EVT_0003,Taylor Swift - New York,2024-04-03,4012,0.9,1
EVT_0003,Taylor Swift - New York,2024-04-04,5507,0.9,1
EVT_0003,Taylor Swift - New York,2024-04-05,5810,0.77,1
EVT_0003,Taylor Swift - New York,2024-04-06,5314,0.94,1
EVT_0003,Taylor Swift - New York,2024-04-07,5122,0.67,1
EVT_0003,Taylor Swift - New York,2024-04-08,6100,0.61,1
EVT_0003,Taylor Swift - New York,2024-04-09,5765,0.92,1
EVT_0003,Taylor Swift - New York,2024-04-10,6275,0.93,1
EVT_0003,Taylor Swift - New York,2024-04-11,5769,0.67,1
EVT_0003,Taylor Swift - New York,2024-04-12,5841,0.79,1
EVT_0003,Taylor Swift - New York,2024-04-13,5979,0.86,1
EVT_0003,Taylor Swift - New York,2024-04-14,5535,0.74,1
EVT_0003,Taylor Swift - New York,2024-04-15,5845,0.78,1
EVT_0003,Taylor Swift - New York,2024-04-16,6965,0.67,1
EVT_0003,Taylor Swift - New York,2024-04-17,6209,0.85,1
EVT_0003,Taylor Swift - New York,2024-04-18,6520,0.69,1
EVT_0003,Taylor Swift - New York,2024-04-19,6368,0.8,1
EVT_0003,Taylor Swift - New York,2024-04-20,8453,0.84,1
EVT_0004,Lakers vs Warriors - Seattle,2024-03-12,1079,0.8,0
EVT_0004,Lakers vs Warriors - Seattle,2024-03-13,943,0.79,0
EVT_0004,Lakers vs Warriors - Seattle,2024-03-14,1310,0.9,0
EVT_0004,Lakers vs Warriors - Seattle,2024-03-15,1301,0.65,0
EVT_0004,Lakers vs Warriors - Seattle,2024-03-16,1061,0.75,0
EVT_0004,Lakers vs Warriors - Seattle,2024-03-17,1181,0.66,0
EVT_0004,Lakers vs Warriors - Seattle,2024-03-18,1199,0.85,0
EVT_0004,Lakers vs Warriors - Seattle,2024-03-19,1228,0.61,0
EVT_0004,Lakers vs Warriors - Seattle,2024-03-20,1510,0.74,0
EVT_0004,Lakers vs Warriors - Seattle,2024-03-21,1233,0.71,0
EVT_0004,Lakers vs Warriors - Seattle,2024-03-22,1767,0.84,0
EVT_0004,Lakers vs Warriors - Seattle,2024-03-23,1441,0.63,0
EVT_0004,Lakers vs Warriors - Seattle,2024-03-24,1499,0.89,0
EVT_0004,Lakers vs Warriors - Seattle,2024-03-25,1739,0.94,0
EVT_0004,Lakers vs Warriors - Seattle,2024-03-26,1393,0.86,0
EVT_0004,Lakers vs Warriors - Seattle,2024-03-27,1684,0.76,0
EVT_0004,Lakers vs Warriors - Seattle,2024-03-28,1961,0.85,0
EVT_0004,Lakers vs Warriors - Seattle,2024-03-29,2116,0.67,0
EVT_0004,Lakers vs Warriors - Seattle,2024-03-30,2153,0.69,0
EVT_0004,Lakers vs Warriors - Seattle,2024-03-31,2264,0.61,0
EVT_0004,Lakers vs Warriors - Seattle,2024-04-01,1601,0.84,0
EVT_0004,Lakers vs Warriors - Seattle,2024-04-02,2041,0.85,0
EVT_0004,Lakers vs Warriors - Seattle,2024-04-03,2204,0.87,0
EVT_0004,Lakers vs Warriors - Seattle,2024-04-04,1807,0.63,0
EVT_0004,Lakers vs Warriors - Seattle,2024-04-05,1936,0.66,0
EVT_0004,Lakers vs Warriors - Seattle,2024-04-06,1879,0.63,0
EVT_0004,Lakers vs Warriors - Seattle,2024-04-07,2412,0.75,0
EVT_0004,Lakers vs Warriors - Seattle,2024-04-08,2492,0.7,0
EVT_0004,Lakers vs Warriors - Seattle,2024-04-09,2055,0.9,0
EVT_0004,Lakers vs Warriors - Seattle,2024-04-10,2098,0.93,0
EVT_0005,Outside Lands - Los Angeles,2024-07-18,2266,0.84,0
EVT_0005,Outside Lands - Los Angeles,2024-07-19,2146,0.69,0
EVT_0005,Outside Lands - Los Angeles,2024-07-20,2067,0.86,0
EVT_0005,Outside Lands - Los Angeles,2024-07-21,2519,0.64,0
EVT_0005,Outside Lands - Los Angeles,2024-07-22,2870,0.75,0
EVT_0005,Outside Lands - Los Angeles,2024-07-23,2922,0.82,0
EVT_0005,Outside Lands - Los Angeles,2024-07-24,2777,0.61,0
EVT_0005,Outside Lands - Los Angeles,2024-07-25,3206,0.91,1
EVT_0005,Outside Lands - Los Angeles,2024-07-26,2823,0.61,0
EVT_0005,Outside Lands - Los Angeles,2024-07-27,3093,0.75,1
EVT_0005,Outside Lands - Los Angeles,2024-07-28,3109,0.87,1
EVT_0005,Outside Lands - Los Angeles,2024-07-29,3134,0.62,1
EVT_0005,Outside Lands - Los Angeles,2024-07-30,2815,0.8,0
EVT_0005,Outside Lands - Los Angeles,2024-07-31,2897,0.83,0
EVT_0005,Outside Lands - Los Angeles,2024-08-01,3912,0.89,1
EVT_0005,Outside Lands - Los Angeles,2024-08-02,2805,0.75,0
EVT_0005,Outside Lands - Los Angeles,2024-08-03,3681,0.88,1
EVT_0005,Outside Lands - Los Angeles,2024-08-04,3903,0.85,1
EVT_0005,Outside Lands - Los Angeles,2024-08-05,3862,0.84,1
EVT_0005,Outside Lands - Los Angeles,2024-08-06,3747,0.65,1
EVT_0005,Outside Lands - Los Angeles,2024-08-07,3267,0.78,1
EVT_0005,Outside Lands - Los Angeles,2024-08-08,3543,0.89,1
EVT_0005,Outside Lands - Los Angeles,2024-08-09,4737,0.9,1
EVT_0005,Outside Lands - Los Angeles,2024-08-10,4399,0.72,1
EVT_0005,Outside Lands - Los Angeles,2024-08-11,4319,0.7,1
EVT_0005,Outside Lands - Los Angeles,2024-08-12,4371,0.9,1
EVT_0005,Outside Lands - Los Angeles,2024-08-13,4921,0.84,1
EVT_0005,Outside Lands - Los Angeles,2024-08-14,3763,0.72,1
EVT_0005,Outside Lands - Los Angeles,2024-08-15,4682,0.91,1
EVT_0005,Outside Lands - Los Angeles,2024-08-16,4286,0.81,1
EVT_0006,Bonnaroo - New York,2024-02-21,1714,0.9,0
EVT_0006,Bonnaroo - New York,2024-02-22,2313,0.81,0
EVT_0006,Bonnaroo - New York,2024-02-23,2201,0.81,0
EVT_0006,Bonnaroo - New York,2024-02-24,2169,0.88,0
EVT_0006,Bonnaroo - New York,2024-02-25,2201,0.6,0
EVT_0006,Bonnaroo - New York,2024-02-26,2122,0.63,0
EVT_0006,Bonnaroo - New York,2024-02-27,2973,0.64,0
EVT_0006,Bonnaroo - New York,2024-02-28,3016,0.94,1
EVT_0006,Bonnaroo - New York,2024-02-29,3277,0.61,1
EVT_0006,Bonnaroo - New York,2024-03-01,3081,0.74,1
EVT_0006,Bonnaroo - New York,2024-03-02,3281,0.71,1
EVT_0006,Bonnaroo - New York,2024-03-03,2531,0.77,0
EVT_0006,Bonnaroo - New York,2024-03-04,3647,0.88,1
EVT_0006,Bonnaroo - New York,2024-03-05,2776,0.67,0
EVT_0006,Bonnaroo - New York,2024-03-06,2879,0.7,0
EVT_0006,Bonnaroo - New York,2024-03-07,3731,0.81,1
EVT_0006,Bonnaroo - New York,2024-03-08,4136,0.73,1
EVT_0006,Bonnaroo - New York,2024-03-09,4304,0.68,1
EVT_0006,Bonnaroo - New York,2024-03-10,3548,0.65,1
EVT_0006,Bonnaroo - New York,2024-03-11,4027,0.82,1
EVT_0006,Bonnaroo - New York,2024-03-12,3866,0.86,1
EVT_0006,Bonnaroo - New York,2024-03-13,3526,0.86,1
EVT_0006,Bonnaroo - New York,2024-03-14,3844,0.92,1
EVT_0006,Bonnaroo - New York,2024-03-15,4815,0.78,1
EVT_0006,Bonnaroo - New York,2024-03-16,3922,0.64,1
EVT_0006,Bonnaroo - New York,2024-03-17,3932,0.78,1
EVT_0006,Bonnaroo - New York,2024-03-18,5165,0.83,1
EVT_0006,Bonnaroo - New York,2024-03-19,5394,0.91,1
EVT_0006,Bonnaroo - New York,2024-03-20,5684,0.72,1
EVT_0006,Bonnaroo - New York,2024-03-21,5296,0.73,1
EVT_0007,John Mulaney - Chicago,2024-02-19,949,0.91,0
EVT_0007,John Mulaney - Chicago,2024-02-20,1175,0.92,0
EVT_0007,John Mulaney - Chicago,2024-02-21,937,0.63,0
EVT_0007,John Mulaney - Chicago,2024-02-22,1111,0.86,0
EVT_0007,John Mulaney - Chicago,2024-02-23,1061,0.81,0
EVT_0007,John Mulaney - Chicago,2024-02-24,1181,0.81,0
EVT_0007,John Mulaney - Chicago,2024-02-25,1244,0.82,0
EVT_0007,John Mulaney - Chicago,2024-02-26,1596,0.92,0
EVT_0007,John Mulaney - Chicago,2024-02-27,1405,0.93,0
EVT_0007,John Mulaney - Chicago,2024-02-28,1609,0.9,0
EVT_0007,John Mulaney - Chicago,2024-02-29,1246,0.65,0
EVT_0007,John Mulaney - Chicago,2024-03-01,1648,0.64,0
EVT_0007,John Mulaney - Chicago,2024-03-02,1701,0.63,0
EVT_0007,John Mulaney - Chicago,2024-03-03,1629,0.73,0
EVT_0007,John Mulaney - Chicago,2024-03-04,2025,0.93,0
EVT_0007,John Mulaney - Chicago,2024-03-05,1452,0.84,0
EVT_0007,John Mulaney - Chicago,2024-03-06,2150,0.81,0
EVT_0007,John Mulaney - Chicago,2024-03-07,1955,0.78,0
EVT_0007,John Mulaney - Chicago,2024-03-08,2129,0.79,0
EVT_0007,John Mulaney - Chicago,2024-03-09,2100,0.61,0
EVT_0007,John Mulaney - Chicago,2024-03-10,2207,0.93,0
EVT_0007,John Mulaney - Chicago,2024-03-11,1774,0.76,0
EVT_0007,John Mulaney - Chicago,2024-03-12,2412,0.95,0
EVT_0007,John Mulaney - Chicago,2024-03-13,2010,0.78,0
EVT_0007,John Mulaney - Chicago,2024-03-14,2080,0.74,0
EVT_0007,John Mulaney - Chicago,2024-03-15,2584,0.88,0
EVT_0007,John Mulaney - Chicago,2024-03-16,1852,0.88,0
EVT_0007,John Mulaney - Chicago,2024-03-17,1938,0.84,0
EVT_0007,John Mulaney - Chicago,2024-03-18,2654,0.64,0
EVT_0007,John Mulaney - Chicago,2024-03-19,2573,0.93,0
EVT_0008,Patriots vs Cowboys - New York,2024-01-18,1168,0.83,0
EVT_0008,Patriots vs Cowboys - New York,2024-01-19,1182,0.65,0
EVT_0008,Patriots vs Cowboys - New York,2024-01-20,1171,0.7,0
EVT_0008,Patriots vs Cowboys - New York,2024-01-21,956,0.71,0
EVT_0008,Patriots vs Cowboys - New York,2024-01-22,1121,0.92,0
EVT_0008,Patriots vs Cowboys - New York,2024-01-23,1180,0.63,0
EVT_0008,Patriots vs Cowboys - New York,2024-01-24,1158,0.91,0
EVT_0008,Patriots vs Cowboys - New York,2024-01-25,1278,0.9,0
EVT_0008,Patriots vs Cowboys - New York,2024-01-26,1241,0.72,0
EVT_0008,Patriots vs Cowboys - New York,2024-01-27,1613,0.93,0
EVT_0008,Patriots vs Cowboys - New York,2024-01-28,1433,0.89,0
EVT_0008,Patriots vs Cowboys - New York,2024-01-29,1495,0.93,0
EVT_0008,Patriots vs Cowboys - New York,2024-01-30,1798,0.93,0
EVT_0008,Patriots vs Cowboys - New York,2024-01-31,1918,0.81,0
EVT_0008,Patriots vs Cowboys - New York,2024-02-01,1623,0.87,0
EVT_0008,Patriots vs Cowboys - New York,2024-02-02,2060,0.68,0
EVT_0008,Patriots vs Cowboys - New York,2024-02-03,1826,0.74,0
EVT_0008,Patriots vs Cowboys - New York,2024-02-04,1515,0.75,0
EVT_0008,Patriots vs Cowboys - New York,2024-02-05,1842,0.88,0
EVT_0008,Patriots vs Cowboys - New York,2024-02-06,2184,0.82,0
EVT_0008,Patriots vs Cowboys - New York,2024-02-07,1663,0.77,0
EVT_0008,Patriots vs Cowboys - New York,2024-02-08,1953,0.61,0
EVT_0008,Patriots vs Cowboys - New York,2024-02-09,2282,0.7,0
EVT_0008,Patriots vs Cowboys - New York,2024-02-10,2419,0.85,0
EVT_0008,Patriots vs Cowboys - New York,2024-02-11,2515,0.69,0
EVT_0008,Patriots vs Cowboys - New York,2024-02-12,2062,0.82,0
EVT_0008,Patriots vs Cowboys - New York,2024-02-13,2420,0.7,0
EVT_0008,Patriots vs Cowboys - New York,2024-02-14,2310,0.76,0
EVT_0008,Patriots vs Cowboys - New York,2024-02-15,1986,0.86,0
EVT_0008,Patriots vs Cowboys - New York,2024-02-16,2077,0.83,0
EVT_0009,Kevin Hart - Chicago,2024-05-26,1176,0.84,0
EVT_0009,Kevin Hart - Chicago,2024-05-27,1034,0.77,0
EVT_0009,Kevin Hart - Chicago,2024-05-28,1116,0.63,0
EVT_0009,Kevin Hart - Chicago,2024-05-29,1005,0.64,0
EVT_0009,Kevin Hart - Chicago,2024-05-30,1229,0.84,0
EVT_0009,Kevin Hart - Chicago,2024-05-31,1153,0.84,0
EVT_0009,Kevin Hart - Chicago,2024-06-01,1232,0.78,0
EVT_0009,Kevin Hart - Chicago,2024-06-02,1540,0.95,0
EVT_0009,Kevin Hart - Chicago,2024-06-03,1482,0.63,0
EVT_0009,Kevin Hart - Chicago,2024-06-04,1729,0.86,0
EVT_0009,Kevin Hart - Chicago,2024-06-05,1487,0.77,0
EVT_0009,Kevin Hart - Chicago,2024-06-06,1673,0.91,0
EVT_0009,Kevin Hart - Chicago,2024-06-07,1411,0.62,0
EVT_0009,Kevin Hart - Chicago,2024-06-08,1553,0.61,0
EVT_0009,Kevin Hart - Chicago,2024-06-09,1767,0.65,0
EVT_0009,Kevin Hart - Chicago,2024-06-10,2044,0.86,0
EVT_0009,Kevin Hart - Chicago,2024-06-11,1971,0.79,0
EVT_0009,Kevin Hart - Chicago,2024-06-12,1559,0.73,0
EVT_0009,Kevin Hart - Chicago,2024-06-13,1953,0.65,0
EVT_0009,Kevin Hart - Chicago,2024-06-14,1974,0.69,0
EVT_0009,Kevin Hart - Chicago,2024-06-15,2330,0.63,0
EVT_0009,Kevin Hart - Chicago,2024-06-16,2084,0.64,0
EVT_0009,Kevin Hart - Chicago,2024-06-17,2077,0.73,0
EVT_0009,Kevin Hart - Chicago,2024-06-18,2299,0.85,0
EVT_0009,Kevin Hart - Chicago,2024-06-19,1882,0.9,0
EVT_0009,Kevin Hart - Chicago,2024-06-20,1971,0.83,0
EVT_0009,Kevin Hart - Chicago,2024-06-21,2232,0.89,0
EVT_0009,Kevin Hart - Chicago,2024-06-22,2796,0.71,0
EVT_0009,Kevin Hart - Chicago,2024-06-23,2558,0.86,0
EVT_0009,Kevin Hart - Chicago,2024-06-24,2683,0.84,0
EVT_0010,Bonnaroo - New York,2024-07-24,1802,0.89,0
EVT_0010,Bonnaroo - New York,2024-07-25,1943,0.69,0
EVT_0010,Bonnaroo - New York,2024-07-26,1878,0.89,0
EVT_0010,Bonnaroo - New York,2024-07-27,2325,0.66,0
EVT_0010,Bonnaroo - New York,2024-07-28,2516,0.78,0
EVT_0010,Bonnaroo - New York,2024-07-29,2202,0.72,0
EVT_0010,Bonnaroo - New York,2024-07-30,2586,0.66,0
EVT_0010,Bonnaroo - New York,2024-07-31,3046,0.85,1
EVT_0010,Bonnaroo - New York,2024-08-01,2339,0.72,0
EVT_0010,Bonnaroo - New York,2024-08-02,3306,0.71,1
EVT_0010,Bonnaroo - New York,2024-08-03,2469,0.71,0
EVT_0010,Bonnaroo - New York,2024-08-04,2588,0.81,0
EVT_0010,Bonnaroo - New York,2024-08-05,3826,0.93,1
EVT_0010,Bonnaroo - New York,2024-08-06,2957,0.64,0
EVT_0010,Bonnaroo - New York,2024-08-07,2732,0.63,0
EVT_0010,Bonnaroo - New York,2024-08-08,3415,0.82,1
EVT_0010,Bonnaroo - New York,2024-08-09,3959,0.9,1
EVT_0010,Bonnaroo - New York,2024-08-10,3013,0.67,1
EVT_0010,Bonnaroo - New York,2024-08-11,3670,0.85,1
EVT_0010,Bonnaroo - New York,2024-08-12,4442,0.78,1
EVT_0010,Bonnaroo - New York,2024-08-13,4788,0.85,1
EVT_0010,Bonnaroo - New York,2024-08-14,4641,0.92,1
EVT_0010,Bonnaroo - New York,2024-08-15,4988,0.76,1
EVT_0010,Bonnaroo - New York,2024-08-16,4130,0.71,1
EVT_0010,Bonnaroo - New York,2024-08-17,4339,0.8,1
EVT_0010,Bonnaroo - New York,2024-08-18,4193,0.65,1
EVT_0010,Bonnaroo - New York,2024-08-19,4674,0.8,1
EVT_0010,Bonnaroo - New York,2024-08-20,3760,0.78,1
EVT_0010,Bonnaroo - New York,2024-08-21,4563,0.63,1
EVT_0010,Bonnaroo - New York,2024-08-22,4770,0.92,1
EVT_0011,Coachella - Miami,2024-01-11,1918,0.69,0
EVT_0011,Coachella - Miami,2024-01-12,2144,0.65,0
EVT_0011,Coachella - Miami,2024-01-13,1774,0.66,0
EVT_0011,Coachella - Miami,2024-01-14,2721,0.83,0
EVT_0011,Coachella - Miami,2024-01-15,1967,0.85,0
EVT_0011,Coachella - Miami,2024-01-16,2822,0.87,0
EVT_0011,Coachella - Miami,2024-01-17,2843,0.71,0
EVT_0011,Coachella - Miami,2024-01-18,2262,0.95,0
EVT_0011,Coachella - Miami,2024-01-19,3324,0.9,1
EVT_0011,Coachella - Miami,2024-01-20,3271,0.86,1
EVT_0011,Coachella - Miami,2024-01-21,3311,0.75,1
EVT_0011,Coachella - Miami,2024-01-22,3582,0.77,1
EVT_0011,Coachella - Miami,2024-01-23,3473,0.78,1
EVT_0011,Coachella - Miami,2024-01-24,3243,0.93,1
EVT_0011,Coachella - Miami,2024-01-25,2899,0.76,0
EVT_0011,Coachella - Miami,2024-01-26,2848,0.8,0
EVT_0011,Coachella - Miami,2024-01-27,3089,0.82,1
EVT_0011,Coachella - Miami,2024-01-28,4149,0.62,1
EVT_0011,Coachella - Miami,2024-01-29,4315,0.88,1
EVT_0011,Coachella - Miami,2024-01-30,4462,0.86,1
EVT_0011,Coachella - Miami,2024-01-31,4054,0.88,1
EVT_0011,Coachella - Miami,2024-02-01,4072,0.76,1
EVT_0011,Coachella - Miami,2024-02-02,3771,0.73,1
EVT_0011,Coachella - Miami,2024-02-03,3465,0.95,1
EVT_0011,Coachella - Miami,2024-02-04,4616,0.88,1
EVT_0011,Coachella - Miami,2024-02-05,4685,0.84,1
EVT_0011,Coachella - Miami,2024-02-06,4780,0.82,1
EVT_0011,Coachella - Miami,2024-02-07,4775,0.69,1
EVT_0011,Coachella - Miami,2024-02-08,4999,0.76,1
EVT_0011,Coachella - Miami,2024-02-09,4446,0.68,1
EVT_0012,Bonnaroo - Seattle,2024-06-04,1690,0.67,0
EVT_0012,Bonnaroo - Seattle,2024-06-05,2055,0.68,0
EVT_0012,Bonnaroo - Seattle,2024-06-06,2115,0.74,0
EVT_0012,Bonnaroo - Seattle,2024-06-07,2524,0.83,0
EVT_0012,Bonnaroo - Seattle,2024-06-08,2011,0.86,0
EVT_0012,Bonnaroo - Seattle,2024-06-09,2250,0.68,0
EVT_0012,Bonnaroo - Seattle,2024-06-10,2474,0.85,0
EVT_0012,Bonnaroo - Seattle,2024-06-11,2565,0.73,0
EVT_0012,Bonnaroo - Seattle,2024-06-12,2415,0.75,0
EVT_0012,Bonnaroo - Seattle,2024-06-13,2435,0.61,0
EVT_0012,Bonnaroo - Seattle,2024-06-14,3406,0.82,1
EVT_0012,Bonnaroo - Seattle,2024-06-15,3528,0.87,1
EVT_0012,Bonnaroo - Seattle,2024-06-16,2568,0.66,0
EVT_0012,Bonnaroo - Seattle,2024-06-17,2826,0.82,0
EVT_0012,Bonnaroo - Seattle,2024-06-18,2970,0.84,0
EVT_0012,Bonnaroo - Seattle,2024-06-19,3266,0.71,1
EVT_0012,Bonnaroo - Seattle,2024-06-20,3564,0.92,1
EVT_0012,Bonnaroo - Seattle,2024-06-21,3996,0.61,1
EVT_0012,Bonnaroo - Seattle,2024-06-22,4061,0.66,1
EVT_0012,Bonnaroo - Seattle,2024-06-23,4504,0.7,1
EVT_0012,Bonnaroo - Seattle,2024-06-24,4720,0.82,1
EVT_0012,Bonnaroo - Seattle,2024-06-25,4616,0.66,1
EVT_0012,Bonnaroo - Seattle,2024-06-26,4200,0.75,1
EVT_0012,Bonnaroo - Seattle,2024-06-27,3529,0.85,1
EVT_0012,Bonnaroo - Seattle,2024-06-28,4188,0.77,1
EVT_0012,Bonnaroo - Seattle,2024-06-29,4230,0.73,1
EVT_0012,Bonnaroo - Seattle,2024-06-30,4359,0.94,1
EVT_0012,Bonnaroo - Seattle,2024-07-01,5352,0.77,1
EVT_0012,Bonnaroo - Seattle,2024-07-02,5537,0.78,1
EVT_0012,Bonnaroo - Seattle,2024-07-03,4209,0.91,1
EVT_0013,Lollapalooza - New York,2023-12-25,1616,0.83,0
EVT_0013,Lollapalooza - New York,2023-12-26,2210,0.8,0
