event_id,event_name,seat_section,competitor_price,competitor_name,date_checked
EVT_0017,Patriots vs Cowboys - New York,Lower Bowl,123.93,SeatGeek,2024-11-01
EVT_0017,Patriots vs Cowboys - New York,Upper Bowl,68.29,StubHub,2024-11-03
EVT_0017,Patriots vs Cowboys - New York,General Admission,63.0,Ticketmaster,2024-11-02
EVT_0018,Yankees vs Red Sox - Los Angeles,VIP,273.24,StubHub,2024-08-05
EVT_0018,Yankees vs Red Sox - Los Angeles,Floor,241.17,StubHub,2024-07-30
EVT_0018,Yankees vs Red Sox - Los Angeles,Lower Bowl,125.44,SeatGeek,2024-08-01
EVT_0018,Yankees vs Red Sox - Los Angeles,Upper Bowl,72.71,StubHub,2024-08-15
EVT_0018,Yankees vs Red Sox - Los Angeles,General Admission,62.01,Vivid Seats,2024-08-05
EVT_0019,John Mulaney - Seattle,VIP,188.8,Vivid Seats,2024-04-12
EVT_0019,John Mulaney - Seattle,Floor,116.71,StubHub,2024-04-11
EVT_0019,John Mulaney - Seattle,Lower Bowl,80.06,Ticketmaster,2024-03-27
EVT_0019,John Mulaney - Seattle,Upper Bowl,50.47,StubHub,2024-04-15
EVT_0019,John Mulaney - Seattle,General Admission,39.02,Vivid Seats,2024-03-27
EVT_0020,Hamilton - Los Angeles,VIP,271.09,StubHub,2023-12-25
EVT_0020,Hamilton - Los Angeles,Floor,231.94,Vivid Seats,2024-01-05
EVT_0020,Hamilton - Los Angeles,Lower Bowl,131.09,Ticketmaster,2024-01-06
EVT_0020,Hamilton - Los Angeles,Upper Bowl,86.8,Vivid Seats,2023-12-18
EVT_0020,Hamilton - Los Angeles,General Admission,55.46,StubHub,2024-01-12
EVT_0021,Phantom of the Opera - Chicago,VIP,284.08,Ticketmaster,2024-01-14
EVT_0021,Phantom of the Opera - Chicago,Floor,204.04,SeatGeek,2024-01-05
EVT_0021,Phantom of the Opera - Chicago,Lower Bowl,170.25,Ticketmaster,2024-01-10
EVT_0021,Phantom of the Opera - Chicago,Upper Bowl,89.59,Ticketmaster,2024-01-12
EVT_0021,Phantom of the Opera - Chicago,General Admission,83.09,Ticketmaster,2024-01-30
EVT_0022,Patriots vs Cowboys - Los Angeles,VIP,301.29,StubHub,2024-11-25
EVT_0022,Patriots vs Cowboys - Los Angeles,Floor,227.57,SeatGeek,2024-11-06
EVT_0022,Patriots vs Cowboys - Los Angeles,Lower Bowl,157.26,SeatGeek,2024-11-14
EVT_0022,Patriots vs Cowboys - Los Angeles,Upper Bowl,77.98,StubHub,2024-11-04
EVT_0022,Patriots vs Cowboys - Los Angeles,General Admission,61.11,Vivid Seats,2024-11-08
EVT_0023,Ali Wong - Miami,VIP,184.64,Vivid Seats,2024-03-02
EVT_0023,Ali Wong - Miami,Floor,119.37,SeatGeek,2024-03-07
EVT_0023,Ali Wong - Miami,Lower Bowl,95.88,Vivid Seats,2024-03-03
EVT_0023,Ali Wong - Miami,Upper Bowl,59.83,Ticketmaster,2024-03-04
EVT_0023,Ali Wong - Miami,General Admission,49.59,Vivid Seats,2024-02-28
EVT_0024,Wicked - Los Angeles,VIP,246.71,StubHub,2024-10-07
EVT_0024,Wicked - Los Angeles,Floor,182.82,Vivid Seats,2024-09-16
EVT_0024,Wicked - Los Angeles,Lower Bowl,116.05,Ticketmaster,2024-10-10
EVT_0024,Wicked - Los Angeles,Upper Bowl,67.03,Ticketmaster,2024-09-30
EVT_0024,Wicked - Los Angeles,General Admission,54.7,Ticketmaster,2024-10-06
EVT_0025,Bonnaroo - Seattle,VIP,426.79,Vivid Seats,2024-07-24
EVT_0025,Bonnaroo - Seattle,Floor,342.36,StubHub,2024-08-04
EVT_0025,Bonnaroo - Seattle,Lower Bowl,185.85,Vivid Seats,2024-07-29
EVT_0025,Bonnaroo - Seattle,Upper Bowl,114.47,Ticketmaster,2024-08-01
EVT_0025,Bonnaroo - Seattle,General Admission,92.24,SeatGeek,2024-08-01
EVT_0026,Outside Lands - Chicago,VIP,437.86,Ticketmaster,2024-03-31
EVT_0026,Outside Lands - Chicago,Floor,280.39,Vivid Seats,2024-04-16
EVT_0026,Outside Lands - Chicago,Lower Bowl,230.3,Vivid Seats,2024-04-06
EVT_0026,Outside Lands - Chicago,Upper Bowl,134.6,SeatGeek,2024-04-07
EVT_0026,Outside Lands - Chicago,General Admission,106.82,Ticketmaster,2024-04-05
EVT_0027,Real Madrid vs Barcelona - New York,VIP,271.71,StubHub,2024-01-11
EVT_0027,Real Madrid vs Barcelona - New York,Floor,153.88,StubHub,2023-12-29
EVT_0027,Real Madrid vs Barcelona - New York,Lower Bowl,114.63,Ticketmaster,2024-01-07
EVT_0027,Real Madrid vs Barcelona - New York,Upper Bowl,63.85,StubHub,2024-01-14
EVT_0027,Real Madrid vs Barcelona - New York,General Admission,65.42,Ticketmaster,2024-01-20
EVT_0028,Ed Sheeran - Los Angeles,VIP,385.01,Vivid Seats,2024-11-28
EVT_0028,Ed Sheeran - Los Angeles,Floor,333.28,Vivid Seats,2024-11-15
EVT_0028,Ed Sheeran - Los Angeles,Lower Bowl,167.3,Vivid Seats,2024-11-15
EVT_0028,Ed Sheeran - Los Angeles,Upper Bowl,105.95,Vivid Seats,2024-12-07
EVT_0028,Ed Sheeran - Los Angeles,General Admission,113.68,Ticketmaster,2024-12-04
EVT_0029,Kevin Hart - Miami,VIP,220.13,StubHub,2024-06-21
EVT_0029,Kevin Hart - Miami,Floor,142.7,SeatGeek,2024-07-11
EVT_0029,Kevin Hart - Miami,Lower Bowl,110.73,SeatGeek,2024-07-09
EVT_0029,Kevin Hart - Miami,Upper Bowl,60.32,Vivid Seats,2024-07-13
EVT_0029,Kevin Hart - Miami,General Admission,47.91,Vivid Seats,2024-06-27
EVT_0030,Outside Lands - Seattle,VIP,402.08,SeatGeek,2024-04-26
EVT_0030,Outside Lands - Seattle,Floor,313.49,StubHub,2024-04-22
EVT_0030,Outside Lands - Seattle,Lower Bowl,184.1,StubHub,2024-04-17
EVT_0030,Outside Lands - Seattle,Upper Bowl,116.51,StubHub,2024-04-28
EVT_0030,Outside Lands - Seattle,General Admission,108.66,SeatGeek,2024-04-26
EVT_0031,Coachella - New York,VIP,444.66,Ticketmaster,2024-11-28
EVT_0031,Coachella - New York,Floor,375.56,SeatGeek,2024-11-30
EVT_0031,Coachella - New York,Lower Bowl,236.64,Ticketmaster,2024-11-22
EVT_0031,Coachella - New York,Upper Bowl,126.4,StubHub,2024-11-16
EVT_0031,Coachella - New York,General Admission,131.1,SeatGeek,2024-11-19
EVT_0032,Bonnaroo - Chicago,VIP,386.34,SeatGeek,2024-02-25
EVT_0032,Bonnaroo - Chicago,Floor,305.28,Ticketmaster,2024-02-14
EVT_0032,Bonnaroo - Chicago,Lower Bowl,180.24,SeatGeek,2024-01-28
EVT_0032,Bonnaroo - Chicago,Upper Bowl,117.84,SeatGeek,2024-02-13
EVT_0032,Bonnaroo - Chicago,General Admission,95.68,Ticketmaster,2024-02-01
EVT_0033,Phantom of the Opera - Los Angeles,VIP,271.55,StubHub,2024-07-27
EVT_0033,Phantom of the Opera - Los Angeles,Floor,186.72,Vivid Seats,2024-07-28
EVT_0033,Phantom of the Opera - Los Angeles,Lower Bowl,148.5,Vivid Seats,2024-07-23
EVT_0033,Phantom of the Opera - Los Angeles,Upper Bowl,63.38,Vivid Seats,2024-07-25
EVT_0033,Phantom of the Opera - Los Angeles,General Admission,57.75,Vivid Seats,2024-08-19
EVT_0034,The Weeknd - Chicago,VIP,308.45,Ticketmaster,2024-09-11
EVT_0034,The Weeknd - Chicago,Floor,239.82,Vivid Seats,2024-09-08
EVT_0034,The Weeknd - Chicago,Lower Bowl,169.97,Vivid Seats,2024-09-04
EVT_0034,The Weeknd - Chicago,Upper Bowl,104.26,Vivid Seats,2024-08-30
EVT_0034,The Weeknd - Chicago,General Admission,83.87,Vivid Seats,2024-09-03
EVT_0035,Lakers vs Warriors - Chicago,VIP,317.74,StubHub,2024-11-02
EVT_0035,Lakers vs Warriors - Chicago,Floor,185.02,StubHub,2024-10-30
EVT_0035,Lakers vs Warriors - Chicago,Lower Bowl,148.85,Ticketmaster,2024-10-29
EVT_0035,Lakers vs Warriors - Chicago,Upper Bowl,68.05,Vivid Seats,2024-11-20
EVT_0035,Lakers vs Warriors - Chicago,General Admission,63.31,Ticketmaster,2024-11-16
EVT_0036,Lollapalooza - Los Angeles,VIP,377.59,SeatGeek,2024-06-25
EVT_0036,Lollapalooza - Los Angeles,Floor,317.46,Ticketmaster,2024-06-28
EVT_0036,Lollapalooza - Los Angeles,Lower Bowl,173.3,StubHub,2024-07-03
EVT_0036,Lollapalooza - Los Angeles,Upper Bowl,124.17,Ticketmaster,2024-06-25
EVT_0036,Lollapalooza - Los Angeles,General Admission,110.95,SeatGeek,2024-06-24
EVT_0037,Lakers vs Warriors - Seattle,VIP,237.84,SeatGeek,2024-06-13
EVT_0037,Lakers vs Warriors - Seattle,Floor,169.99,Ticketmaster,2024-06-01
EVT_0037,Lakers vs Warriors - Seattle,Lower Bowl,130.09,StubHub,2024-06-13
EVT_0037,Lakers vs Warriors - Seattle,Upper Bowl,60.36,StubHub,2024-06-06
EVT_0037,Lakers vs Warriors - Seattle,General Admission,58.48,StubHub,2024-05-29
EVT_0038,Kevin Hart - New York,VIP,205.45,StubHub,2024-06-15
EVT_0038,Kevin Hart - New York,Floor,135.27,StubHub,2024-06-09
EVT_0038,Kevin Hart - New York,Lower Bowl,92.39,StubHub,2024-06-30
EVT_0038,Kevin Hart - New York,Upper Bowl,49.74,SeatGeek,2024-06-06
EVT_0038,Kevin Hart - New York,General Admission,48.34,Ticketmaster,2024-07-01
EVT_0039,Wicked - New York,VIP,257.39,SeatGeek,2024-05-01
EVT_0039,Wicked - New York,Floor,187.63,StubHub,2024-04-13
EVT_0039,Wicked - New York,Lower Bowl,142.92,SeatGeek,2024-04-22
EVT_0039,Wicked - New York,Upper Bowl,75.88,StubHub,2024-04-16
EVT_0039,Wicked - New York,General Admission,61.54,SeatGeek,2024-04-12
EVT_0040,Coachella - New York,VIP,401.86,Ticketmaster,2024-08-06
EVT_0040,Coachella - New York,Floor,334.11,SeatGeek,2024-08-20
EVT_0040,Coachella - New York,Lower Bowl,230.76,SeatGeek,2024-09-02
EVT_0040,Coachella - New York,Upper Bowl,108.0,StubHub,2024-08-27
EVT_0040,Coachella - New York,General Admission,113.02,Vivid Seats,2024-08-30
EVT_0041,Coldplay - Los Angeles,VIP,395.44,StubHub,2024-02-24
EVT_0041,Coldplay - Los Angeles,Floor,209.18,StubHub,2024-02-14
EVT_0041,Coldplay - Los Angeles,Lower Bowl,151.61,Ticketmaster,2024-03-01
EVT_0041,Coldplay - Los Angeles,Upper Bowl,86.53,StubHub,2024-02-22
EVT_0041,Coldplay - Los Angeles,General Admission,92.35,Ticketmaster,2024-02-21
EVT_0042,Dave Chappelle - Chicago,VIP,171.69,Ticketmaster,2024-09-16
EVT_0042,Dave Chappelle - Chicago,Floor,113.11,Ticketmaster,2024-09-13
EVT_0042,Dave Chappelle - Chicago,Lower Bowl,94.49,Ticketmaster,2024-09-21
EVT_0042,Dave Chappelle - Chicago,Upper Bowl,45.06,SeatGeek,2024-08-29
EVT_0042,Dave Chappelle - Chicago,General Admission,47.11,StubHub,2024-09-04
EVT_0043,Outside Lands - Los Angeles,VIP,479.61,Ticketmaster,2024-09-18
EVT_0043,Outside Lands - Los Angeles,Floor,350.12,StubHub,2024-10-01
EVT_0043,Outside Lands - Los Angeles,Lower Bowl,194.54,Ticketmaster,2024-09-09
EVT_0043,Outside Lands - Los Angeles,Upper Bowl,131.33,SeatGeek,2024-09-17
EVT_0043,Outside Lands - Los Angeles,General Admission,101.86,SeatGeek,2024-09-30
EVT_0044,Patriots vs Cowboys - Miami,VIP,264.19,SeatGeek,2024-11-30
EVT_0044,Patriots vs Cowboys - Miami,Floor,159.31,SeatGeek,2024-11-15
EVT_0044,Patriots vs Cowboys - Miami,Lower Bowl,102.07,Vivid Seats,2024-11-28
EVT_0044,Patriots vs Cowboys - Miami,Upper Bowl,67.96,SeatGeek,2024-11-19
EVT_0044,Patriots vs Cowboys - Miami,General Admission,49.74,Vivid Seats,2024-11-15
EVT_0045,Phantom of the Opera - Seattle,VIP,309.57,SeatGeek,2024-07-31
EVT_0045,Phantom of the Opera - Seattle,Floor,199.62,Ticketmaster,2024-08-02
EVT_0045,Phantom of the Opera - Seattle,Lower Bowl,128.31,Vivid Seats,2024-08-10
EVT_0045,Phantom of the Opera - Seattle,Upper Bowl,85.6,Vivid Seats,2024-07-22
EVT_0045,Phantom of the Opera - Seattle,General Admission,62.55,Vivid Seats,2024-07-21
EVT_0046,Ed Sheeran - Los Angeles,VIP,384.07,Vivid Seats,2024-01-27
EVT_0046,Ed Sheeran - Los Angeles,Floor,261.64,SeatGeek,2024-01-25
EVT_0046,Ed Sheeran - Los Angeles,Lower Bowl,184.05,SeatGeek,2024-01-31
EVT_0046,Ed Sheeran - Los Angeles,Upper Bowl,109.11,StubHub,2024-01-15
EVT_0046,Ed Sheeran - Los Angeles,General Admission,78.77,Ticketmaster,2024-01-17
EVT_0047,Hamilton - Seattle,VIP,256.1,SeatGeek,2024-10-09
EVT_0047,Hamilton - Seattle,Floor,202.49,Ticketmaster,2024-09-25
EVT_0047,Hamilton - Seattle,Lower Bowl,113.85,Ticketmaster,2024-10-07
EVT_0047,Hamilton - Seattle,Upper Bowl,73.8,SeatGeek,2024-10-03
EVT_0047,Hamilton - Seattle,General Admission,60.46,StubHub,2024-10-01
EVT_0048,Yankees vs Red Sox - New York,VIP,230.78,Ticketmaster,2024-01-13
EVT_0048,Yankees vs Red Sox - New York,Floor,194.5,SeatGeek,2024-01-19
EVT_0048,Yankees vs Red Sox - New York,Lower Bowl,96.96,StubHub,2024-01-27
EVT_0048,Yankees vs Red Sox - New York,Upper Bowl,66.94,Ticketmaster,2024-01-31
EVT_0048,Yankees vs Red Sox - New York,General Admission,51.09,Vivid Seats,2024-01-17
EVT_0049,Ed Sheeran - New York,VIP,324.92,SeatGeek,2024-01-11
EVT_0049,Ed Sheeran - New York,Floor,242.48,StubHub,2024-01-04
EVT_0049,Ed Sheeran - New York,Lower Bowl,147.04,StubHub,2023-12-20
EVT_0049,Ed Sheeran - New York,Upper Bowl,102.91,Ticketmaster,2023-12-25
EVT_0049,Ed Sheeran - New York,General Admission,92.56,Vivid Seats,2024-01-02
EVT_0050,Hamilton - Seattle,VIP,244.25,StubHub,2024-04-18
EVT_0050,Hamilton - Seattle,Floor,179.79,Ticketmaster,2024-04-05
EVT_0050,Hamilton - Seattle,Lower Bowl,124.28,Ticketmaster,2024-04-12
EVT_0050,Hamilton - Seattle,Upper Bowl,80.84,Ticketmaster,2024-04-05
EVT_0050,Hamilton - Seattle,General Admission,73.35,SeatGeek,2024-04-09
EVT_0051,Phantom of the Opera - Los Angeles,VIP,278.41,Ticketmaster,2024-09-23
EVT_0051,Phantom of the Opera - Los Angeles,Floor,176.47,StubHub,2024-10-02
EVT_0051,Phantom of the Opera - Los Angeles,Lower Bowl,127.69,Vivid Seats,2024-09-04
EVT_0051,Phantom of the Opera - Los Angeles,Upper Bowl,80.67,Ticketmaster,2024-09-30
EVT_0051,Phantom of the Opera - Los Angeles,General Admission,74.98,Ticketmaster,2024-09-16
EVT_0052,Real Madrid vs Barcelona - Los Angeles,VIP,203.11,Ticketmaster,2024-08-03
EVT_0052,Real Madrid vs Barcelona - Los Angeles,Floor,168.74,StubHub,2024-08-05
EVT_0052,Real Madrid vs Barcelona - Los Angeles,Lower Bowl,121.36,Vivid Seats,2024-08-12
EVT_0052,Real Madrid vs Barcelona - Los Angeles,Upper Bowl,71.09,Ticketmaster,2024-08-18
EVT_0052,Real Madrid vs Barcelona - Los Angeles,General Admission,49.04,Ticketmaster,2024-08-10
EVT_0053,Dave Chappelle - New York,VIP,202.8,Vivid Seats,2024-02-16
EVT_0053,Dave Chappelle - New York,Floor,129.82,StubHub,2024-01-25
EVT_0053,Dave Chappelle - New York,Lower Bowl,79.55,SeatGeek,2024-02-09
EVT_0053,Dave Chappelle - New York,Upper Bowl,57.04,SeatGeek,2024-01-24
EVT_0053,Dave Chappelle - New York,General Admission,46.17,SeatGeek,2024-02-18
EVT_0054,John Mulaney - Miami,VIP,195.85,Vivid Seats,2024-07-25
EVT_0054,John Mulaney - Miami,Floor,150.58,StubHub,2024-07-17
EVT_0054,John Mulaney - Miami,Lower Bowl,95.93,Vivid Seats,2024-07-01
EVT_0054,John Mulaney - Miami,Upper Bowl,48.49,StubHub,2024-07-02
EVT_0054,John Mulaney - Miami,General Admission,47.3,Ticketmaster,2024-07-12
EVT_0055,Kevin Hart - New York,VIP,191.53,Vivid Seats,2024-01-30
EVT_0055,Kevin Hart - New York,Floor,110.66,Vivid Seats,2024-01-03
EVT_0055,Kevin Hart - New York,Lower Bowl,80.94,Ticketmaster,2024-01-03
EVT_0055,Kevin Hart - New York,Upper Bowl,51.96,StubHub,2024-01-28
EVT_0055,Kevin Hart - New York,General Admission,46.2,StubHub,2024-01-13
EVT_0056,John Mulaney - New York,VIP,195.88,Vivid Seats,2024-04-27
EVT_0056,John Mulaney - New York,Floor,151.9,Vivid Seats,2024-04-19
EVT_0056,John Mulaney - New York,Lower Bowl,94.14,Vivid Seats,2024-04-27
EVT_0056,John Mulaney - New York,Upper Bowl,44.26,SeatGeek,2024-05-01
EVT_0056,John Mulaney - New York,General Admission,39.61,Ticketmaster,2024-04-25
EVT_0057,Yankees vs Red Sox - Seattle,VIP,318.03,SeatGeek,2024-07-31
EVT_0057,Yankees vs Red Sox - Seattle,Floor,204.03,Vivid Seats,2024-07-30
EVT_0057,Yankees vs Red Sox - Seattle,Lower Bowl,120.47,StubHub,2024-07-30
EVT_0057,Yankees vs Red Sox - Seattle,Upper Bowl,80.11,StubHub,2024-07-30
EVT_0057,Yankees vs Red Sox - Seattle,General Admission,62.01,Vivid Seats,2024-08-01
EVT_0058,Real Madrid vs Barcelona - Los Angeles,VIP,229.8,SeatGeek,2024-05-18
EVT_0058,Real Madrid vs Barcelona - Los Angeles,Floor,189.49,Ticketmaster,2024-05-16
EVT_0058,Real Madrid vs Barcelona - Los Angeles,Lower Bowl,107.71,SeatGeek,2024-04-22
EVT_0058,Real Madrid vs Barcelona - Los Angeles,Upper Bowl,61.86,SeatGeek,2024-05-15
EVT_0058,Real Madrid vs Barcelona - Los Angeles,General Admission,63.01,Ticketmaster,2024-05-19
EVT_0059,Dave Chappelle - New York,VIP,167.13,StubHub,2024-07-24
EVT_0059,Dave Chappelle - New York,Floor,126.07,StubHub,2024-07-19
EVT_0059,Dave Chappelle - New York,Lower Bowl,79.77,SeatGeek,2024-08-09
EVT_0059,Dave Chappelle - New York,Upper Bowl,50.08,SeatGeek,2024-08-11
EVT_0059,Dave Chappelle - New York,General Admission,47.78,Vivid Seats,2024-07-23
EVT_0060,Coachella - New York,VIP,464.57,Vivid Seats,2024-11-04
EVT_0060,Coachella - New York,Floor,327.29,SeatGeek,2024-11-13
EVT_0060,Coachella - New York,Lower Bowl,181.28,Ticketmaster,2024-11-21
EVT_0060,Coachella - New York,Upper Bowl,100.67,Ticketmaster,2024-11-16
EVT_0060,Coachella - New York,General Admission,121.88,SeatGeek,2024-11-25
EVT_0061,Coachella - New York,VIP,457.53,StubHub,2024-04-17
EVT_0061,Coachella - New York,Floor,288.63,Ticketmaster,2024-04-30
EVT_0061,Coachella - New York,Lower Bowl,183.25,SeatGeek,2024-04-11
EVT_0061,Coachella - New York,Upper Bowl,122.79,StubHub,2024-04-09
EVT_0061,Coachella - New York,General Admission,91.17,StubHub,2024-04-22
EVT_0062,Real Madrid vs Barcelona - Miami,VIP,278.02,Vivid Seats,2024-08-21
EVT_0062,Real Madrid vs Barcelona - Miami,Floor,186.15,Ticketmaster,2024-08-17
EVT_0062,Real Madrid vs Barcelona - Miami,Lower Bowl,113.46,StubHub,2024-08-05
EVT_0062,Real Madrid vs Barcelona - Miami,Upper Bowl,63.85,StubHub,2024-08-15
EVT_0062,Real Madrid vs Barcelona - Miami,General Admission,62.73,Ticketmaster,2024-08-26
EVT_0063,Real Madrid vs Barcelona - New York,VIP,252.92,SeatGeek,2024-03-20
