ticket_id,event_id,event_name,event_type,event_date,sale_date,days_until_event,seat_section,ticket_price,quantity_sold,city,venue_capacity,revenue,event_month,event_dayofweek,is_weekend
TKT_000019,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-19,47,upper bowl,114.08,2,chicago,5000,228.16,5,6,1
TKT_000020,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-28,67,lower bowl,176.81,4,chicago,5000,707.24,5,6,1
TKT_000021,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-04,62,upper bowl,99.5,3,chicago,5000,298.5,5,6,1
TKT_000022,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-31,35,lower bowl,215.78,3,chicago,5000,647.34,5,6,1
TKT_000023,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-23,12,lower bowl,245.51,1,chicago,5000,245.51,5,6,1
TKT_000024,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-06,60,general admission,88.31,1,chicago,5000,88.31,5,6,1
TKT_000025,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-05-01,4,upper bowl,148.15,1,chicago,5000,148.15,5,6,1
TKT_000026,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-07,28,lower bowl,222.15,1,chicago,5000,222.15,5,6,1
TKT_000027,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-18,77,lower bowl,174.73,2,chicago,5000,349.46,5,6,1
TKT_000028,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-10,25,vip,421.03,2,chicago,5000,842.06,5,6,1
TKT_000029,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-23,72,floor,269.08,2,chicago,5000,538.16,5,6,1
TKT_000030,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-03,63,upper bowl,106.71,1,chicago,5000,106.71,5,6,1
TKT_000031,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-06,29,upper bowl,126.3,1,chicago,5000,126.3,5,6,1
TKT_000032,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-20,75,lower bowl,171.88,2,chicago,5000,343.76,5,6,1
TKT_000033,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-11,55,general admission,86.26,3,chicago,5000,258.78000000000003,5,6,1
TKT_000034,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-31,35,lower bowl,191.58,1,chicago,5000,191.58,5,6,1
TKT_000035,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-10,25,lower bowl,196.9,2,chicago,5000,393.8,5,6,1
TKT_000036,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-06,89,floor,243.21,3,chicago,5000,729.63,5,6,1
TKT_000037,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-30,36,general admission,109.78,2,chicago,5000,219.56,5,6,1
TKT_000038,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-29,37,vip,442.82,1,chicago,5000,442.82,5,6,1
TKT_000039,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-19,47,floor,270.53,3,chicago,5000,811.5899999999999,5,6,1
TKT_000040,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-18,17,lower bowl,202.13,1,chicago,5000,202.13,5,6,1
TKT_000041,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-28,38,floor,305.41,3,chicago,5000,916.23,5,6,1
TKT_000042,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-21,14,vip,477.37,2,chicago,5000,954.74,5,6,1
TKT_000043,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-09,57,lower bowl,165.13,1,chicago,5000,165.13,5,6,1
TKT_000044,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-04,62,vip,383.19,2,chicago,5000,766.38,5,6,1
TKT_000045,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-25,10,general admission,118.18,1,chicago,5000,118.18,5,6,1
TKT_000046,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-15,20,general admission,119.27,1,chicago,5000,119.27,5,6,1
TKT_000047,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-03,32,vip,432.16,2,chicago,5000,864.32,5,6,1
TKT_000048,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-18,77,general admission,81.66,2,chicago,5000,163.32,5,6,1
TKT_000049,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-08,58,upper bowl,98.0,2,chicago,5000,196.0,5,6,1
TKT_000050,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-11,55,lower bowl,181.01,1,chicago,5000,181.01,5,6,1
TKT_000051,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-22,13,floor,348.96,1,chicago,5000,348.96,5,6,1
TKT_000052,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-24,11,floor,325.98,2,chicago,5000,651.96,5,6,1
TKT_000053,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-14,21,vip,445.3,2,chicago,5000,890.6,5,6,1
TKT_000054,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-05,61,lower bowl,156.65,1,chicago,5000,156.65,5,6,1
TKT_000055,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-29,37,upper bowl,106.29,1,chicago,5000,106.29,5,6,1
TKT_000056,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-01,34,general admission,104.64,4,chicago,5000,418.56,5,6,1
TKT_000057,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-11,55,vip,375.32,2,chicago,5000,750.64,5,6,1
TKT_000058,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-31,35,floor,276.48,1,chicago,5000,276.48,5,6,1
TKT_000059,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-26,40,general admission,102.8,2,chicago,5000,205.6,5,6,1
TKT_000060,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-29,37,upper bowl,107.52,2,chicago,5000,215.04,5,6,1
TKT_000061,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-05,90,upper bowl,109.72,2,chicago,5000,219.44,5,6,1
TKT_000062,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-02,64,upper bowl,92.34,1,chicago,5000,92.34,5,6,1
TKT_000063,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-10,56,lower bowl,181.09,1,chicago,5000,181.09,5,6,1
TKT_000064,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-05,30,general admission,105.49,1,chicago,5000,105.49,5,6,1
TKT_000065,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-08,87,lower bowl,175.44,3,chicago,5000,526.3199999999999,5,6,1
TKT_000066,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-12,23,upper bowl,126.14,2,chicago,5000,252.28,5,6,1
TKT_000067,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-30,36,floor,330.56,2,chicago,5000,661.12,5,6,1
TKT_000068,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-03,63,vip,357.84,2,chicago,5000,715.68,5,6,1
TKT_000069,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-24,42,vip,432.05,1,chicago,5000,432.05,5,6,1
TKT_000070,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-06,89,upper bowl,96.53,4,chicago,5000,386.12,5,6,1
TKT_000071,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-24,71,vip,356.75,1,chicago,5000,356.75,5,6,1
TKT_000072,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-24,42,vip,441.12,2,chicago,5000,882.24,5,6,1
TKT_000073,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-29,66,vip,371.35,2,chicago,5000,742.7,5,6,1
TKT_000074,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-13,53,vip,353.26,1,chicago,5000,353.26,5,6,1
TKT_000075,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-02,64,upper bowl,106.04,1,chicago,5000,106.04,5,6,1
TKT_000076,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-24,71,floor,281.37,2,chicago,5000,562.74,5,6,1
TKT_000077,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-05,90,upper bowl,93.17,5,chicago,5000,465.85,5,6,1
TKT_000078,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-17,78,floor,270.08,1,chicago,5000,270.08,5,6,1
TKT_000079,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-05-03,2,general admission,117.6,1,chicago,5000,117.6,5,6,1
TKT_000080,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-20,15,upper bowl,142.76,2,chicago,5000,285.52,5,6,1
TKT_000081,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-15,20,upper bowl,138.73,1,chicago,5000,138.73,5,6,1
TKT_000082,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-31,35,upper bowl,125.47,6,chicago,5000,752.8199999999999,5,6,1
TKT_000083,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-03,32,upper bowl,120.84,1,chicago,5000,120.84,5,6,1
TKT_000084,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-18,77,general admission,90.66,1,chicago,5000,90.66,5,6,1
TKT_000085,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-26,9,lower bowl,244.18,4,chicago,5000,976.72,5,6,1
TKT_000086,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-22,44,general admission,91.16,1,chicago,5000,91.16,5,6,1
TKT_000087,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-27,39,general admission,100.07,2,chicago,5000,200.14,5,6,1
TKT_000088,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-15,20,upper bowl,128.67,1,chicago,5000,128.67,5,6,1
TKT_000089,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-24,71,general admission,84.28,4,chicago,5000,337.12,5,6,1
TKT_000090,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-10,25,floor,324.27,1,chicago,5000,324.27,5,6,1
TKT_000091,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-13,53,vip,363.1,2,chicago,5000,726.2,5,6,1
TKT_000092,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-17,49,upper bowl,118.76,3,chicago,5000,356.28000000000003,5,6,1
TKT_000093,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-11,84,floor,258.96,1,chicago,5000,258.96,5,6,1
TKT_000094,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-01,65,general admission,83.5,1,chicago,5000,83.5,5,6,1
TKT_000095,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-09,57,vip,369.11,2,chicago,5000,738.22,5,6,1
TKT_000096,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-16,19,upper bowl,137.87,5,chicago,5000,689.35,5,6,1
TKT_000097,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-25,10,upper bowl,141.97,1,chicago,5000,141.97,5,6,1
TKT_000098,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-15,80,upper bowl,103.82,4,chicago,5000,415.28,5,6,1
TKT_000099,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-08,87,general admission,84.33,1,chicago,5000,84.33,5,6,1
TKT_000100,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-03,63,general admission,78.38,1,chicago,5000,78.38,5,6,1
TKT_000101,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-14,81,lower bowl,189.99,3,chicago,5000,569.97,5,6,1
TKT_000102,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-10,56,vip,388.85,3,chicago,5000,1166.5500000000002,5,6,1
TKT_000103,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-22,13,upper bowl,123.55,1,chicago,5000,123.55,5,6,1
TKT_000104,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-05-01,4,vip,477.03,1,chicago,5000,477.03,5,6,1
TKT_000105,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-20,46,lower bowl,186.31,1,chicago,5000,186.31,5,6,1
TKT_000106,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-13,53,general admission,93.72,1,chicago,5000,93.72,5,6,1
TKT_000107,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-12,23,vip,458.63,1,chicago,5000,458.63,5,6,1
TKT_000108,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-07,88,floor,259.08,2,chicago,5000,518.16,5,6,1
TKT_000109,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-05,30,upper bowl,124.3,2,chicago,5000,248.6,5,6,1
TKT_000110,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-09,86,vip,388.72,2,chicago,5000,777.44,5,6,1
TKT_000111,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-29,37,general admission,92.83,2,chicago,5000,185.66,5,6,1
TKT_000112,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-21,45,general admission,91.22,5,chicago,5000,456.1,5,6,1
TKT_000113,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-06,89,lower bowl,171.31,1,chicago,5000,171.31,5,6,1
TKT_000114,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-16,50,upper bowl,99.06,1,chicago,5000,99.06,5,6,1
TKT_000115,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-20,46,general admission,90.61,2,chicago,5000,181.22,5,6,1
TKT_000116,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-05-02,3,upper bowl,132.83,2,chicago,5000,265.66,5,6,1
TKT_000117,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-07,88,vip,389.56,3,chicago,5000,1168.68,5,6,1
TKT_000118,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-29,37,floor,305.35,1,chicago,5000,305.35,5,6,1
TKT_000119,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-13,82,floor,265.47,2,chicago,5000,530.94,5,6,1
TKT_000120,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-10,85,floor,265.85,4,chicago,5000,1063.4,5,6,1
TKT_000121,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-12,83,vip,346.24,2,chicago,5000,692.48,5,6,1
TKT_000122,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-20,75,lower bowl,180.83,1,chicago,5000,180.83,5,6,1
TKT_000123,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-28,38,lower bowl,207.95,1,chicago,5000,207.95,5,6,1
TKT_000124,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-18,17,general admission,119.54,1,chicago,5000,119.54,5,6,1
TKT_000125,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-01,65,lower bowl,184.22,1,chicago,5000,184.22,5,6,1
TKT_000126,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-04,62,lower bowl,181.32,1,chicago,5000,181.32,5,6,1
TKT_000127,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-20,15,upper bowl,143.17,1,chicago,5000,143.17,5,6,1
TKT_000128,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-06,29,upper bowl,133.0,3,chicago,5000,399.0,5,6,1
TKT_000129,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-19,47,vip,413.94,1,chicago,5000,413.94,5,6,1
TKT_000130,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-26,69,vip,356.74,2,chicago,5000,713.48,5,6,1
TKT_000131,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-08,87,lower bowl,175.72,3,chicago,5000,527.16,5,6,1
TKT_000132,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-18,48,vip,402.4,2,chicago,5000,804.8,5,6,1
TKT_000133,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-15,80,general admission,83.43,2,chicago,5000,166.86,5,6,1
TKT_000134,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-12,83,vip,369.75,2,chicago,5000,739.5,5,6,1
TKT_000135,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-05,90,lower bowl,177.96,1,chicago,5000,177.96,5,6,1
TKT_000136,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-29,6,vip,470.44,2,chicago,5000,940.88,5,6,1
TKT_000137,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-22,13,floor,366.78,1,chicago,5000,366.78,5,6,1
TKT_000138,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-07,59,lower bowl,179.88,3,chicago,5000,539.64,5,6,1
TKT_000139,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-25,70,upper bowl,102.56,3,chicago,5000,307.68,5,6,1
TKT_000140,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-12,54,vip,399.39,2,chicago,5000,798.78,5,6,1
TKT_000141,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-30,36,vip,433.49,1,chicago,5000,433.49,5,6,1
TKT_000142,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-09,57,floor,283.18,1,chicago,5000,283.18,5,6,1
TKT_000143,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-07,88,lower bowl,174.34,5,chicago,5000,871.7,5,6,1
TKT_000144,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-20,46,vip,385.58,1,chicago,5000,385.58,5,6,1
TKT_000145,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-19,16,upper bowl,119.72,1,chicago,5000,119.72,5,6,1
TKT_000146,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-13,82,general admission,94.54,1,chicago,5000,94.54,5,6,1
TKT_000147,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-23,43,floor,316.79,3,chicago,5000,950.3700000000001,5,6,1
TKT_000148,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-08,27,vip,468.17,2,chicago,5000,936.34,5,6,1
TKT_000149,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-19,76,floor,275.43,1,chicago,5000,275.43,5,6,1
TKT_000150,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-16,19,general admission,99.08,4,chicago,5000,396.32,5,6,1
TKT_000151,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-16,19,floor,332.7,3,chicago,5000,998.0999999999999,5,6,1
TKT_000152,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-20,15,vip,433.54,1,chicago,5000,433.54,5,6,1
TKT_000153,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-04,31,general admission,99.47,1,chicago,5000,99.47,5,6,1
TKT_000154,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-28,7,floor,367.74,2,chicago,5000,735.48,5,6,1
TKT_000155,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-26,9,upper bowl,133.67,1,chicago,5000,133.67,5,6,1
TKT_000156,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-19,76,vip,356.54,1,chicago,5000,356.54,5,6,1
TKT_000157,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-16,79,vip,376.36,4,chicago,5000,1505.44,5,6,1
TKT_000158,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-10,85,general admission,82.97,2,chicago,5000,165.94,5,6,1
TKT_000159,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-05-01,4,vip,543.7,3,chicago,5000,1631.1000000000001,5,6,1
TKT_000160,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-11,55,vip,371.28,4,chicago,5000,1485.12,5,6,1
TKT_000161,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-25,10,vip,462.92,1,chicago,5000,462.92,5,6,1
TKT_000162,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-18,17,lower bowl,227.86,2,chicago,5000,455.72,5,6,1
TKT_000163,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-24,42,upper bowl,124.06,2,chicago,5000,248.12,5,6,1
TKT_000164,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-07,59,general admission,88.81,1,chicago,5000,88.81,5,6,1
TKT_000165,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-05,90,vip,385.4,2,chicago,5000,770.8,5,6,1
TKT_000166,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-24,71,floor,255.57,4,chicago,5000,1022.28,5,6,1
TKT_000167,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-13,53,lower bowl,192.71,1,chicago,5000,192.71,5,6,1
TKT_000168,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-22,13,lower bowl,223.62,2,chicago,5000,447.24,5,6,1
TKT_000169,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-18,48,floor,290.4,2,chicago,5000,580.8,5,6,1
TKT_000170,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-23,12,vip,436.54,1,chicago,5000,436.54,5,6,1
TKT_000171,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-18,48,floor,283.09,2,chicago,5000,566.18,5,6,1
TKT_000172,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-23,72,general admission,83.46,1,chicago,5000,83.46,5,6,1
TKT_000173,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-20,46,upper bowl,118.32,3,chicago,5000,354.96,5,6,1
TKT_000174,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-29,37,general admission,95.91,1,chicago,5000,95.91,5,6,1
TKT_000175,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-01,65,floor,241.3,2,chicago,5000,482.6,5,6,1
TKT_000176,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-21,14,lower bowl,241.39,1,chicago,5000,241.39,5,6,1
TKT_000177,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-30,36,general admission,94.73,2,chicago,5000,189.46,5,6,1
TKT_000178,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-23,72,general admission,88.36,2,chicago,5000,176.72,5,6,1
TKT_000179,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-05-01,4,general admission,128.84,3,chicago,5000,386.52,5,6,1
TKT_000180,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-31,35,vip,393.15,3,chicago,5000,1179.4499999999998,5,6,1
TKT_000181,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-26,40,lower bowl,190.0,1,chicago,5000,190.0,5,6,1
TKT_000182,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-16,19,general admission,113.48,1,chicago,5000,113.48,5,6,1
TKT_000183,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-02-13,82,vip,330.61,2,chicago,5000,661.22,5,6,1
TKT_000184,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-17,49,upper bowl,107.19,1,chicago,5000,107.19,5,6,1
TKT_000185,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-03-26,40,lower bowl,206.68,2,chicago,5000,413.36,5,6,1
TKT_000186,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-24,11,vip,444.7,3,chicago,5000,1334.1,5,6,1
TKT_000187,EVT_0000,Taylor Swift - Chicago,concert,2024-05-05,2024-04-28,7,vip,464.99,2,chicago,5000,929.98,5,6,1
